Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_0907800.1,Success,Success,Success,Success,Success,109,Warning,Success,Success,Warning,Success,222,Cas9
PF3D7_1341400_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1226800.1,Success,Success,Success,Success,Success,96,Warning,Success,Success,Warning,Warning,249,Cas9
PF3D7_1211300.1,Success,Success,Success,Success,Success,103,Warning,Warning,Success,Success,Success,121,Cas9
PF3D7_0810500.1,Warning,Success,Success,Warning,Success,157,Warning,Success,Success,Warning,Success,157,Either
PF3D7_0513400.1,Warning,Success,Success,Success,Warning,123,Success,Success,Success,Success,Success,123,Cpf1
PF3D7_0731900.1,Success,Success,Success,Success,Success,375,Success,Success,Success,Success,Success,332,Cpf1
PF3D7_0605900.1,Success,Success,Success,Success,Success,244,Success,Success,Success,Success,Success,247,Cas9
PF3D7_1310100.1,Warning,Success,Success,Warning,Success,125,Warning,Success,Success,Warning,Success,125,Either
PF3D7_1362900.1,Success,Success,Success,Success,Success,152,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1108300.1,Success,Success,Success,Success,Success,125,Warning,Success,Success,Success,Warning,125,Cas9
PF3D7_0931700.1,Warning,Success,Success,Warning,Success,132,Warning,Success,Success,Warning,Success,317,Cas9
PF3D7_0316000.1,Warning,Success,Success,Success,Warning,314,Success,Success,Success,Success,Success,292,Cpf1
PF3D7_1473900.1,Success,Success,Success,Success,Success,377,Success,Success,Success,Success,Success,377,Either
PF3D7_1343400.1,Success,Success,Success,Success,Success,249,Success,Success,Success,Success,Success,308,Cas9
PF3D7_0313300.1,Success,Success,Success,Success,Success,159,Success,Success,Success,Success,Success,171,Cas9
PF3D7_1024100.1,Success,Success,Success,Success,Success,112,Success,Success,Success,Success,Success,129,Cas9
PF3D7_0216200.1,Success,Success,Success,Success,Success,72,Success,Success,Success,Success,Success,111,Cas9
PF3D7_1111500.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,176,Cas9
PF3D7_0701600.1,Success,Success,Success,Success,Success,157,Success,Success,Success,Success,Success,290,Cas9
PF3D7_1112400.1,Success,Success,Success,Success,Success,177,Success,Success,Success,Success,Success,212,Cas9
PF3D7_0621300.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,113,Cpf1
PF3D7_0108900_p,Warning,Warning,Success,Success,Success,20,Warning,Warning,Success,Success,Success,20,Either
PF3D7_1118600.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,305,Cas9
PF3D7_1328200.1,Warning,Success,Success,Success,Warning,282,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_1120100.1,Success,Success,Success,Success,Success,146,Success,Success,Success,Success,Success,333,Cas9
PF3D7_1440600.1,Success,Success,Success,Success,Success,73,Warning,Success,Success,Success,Warning,138,Cas9
PF3D7_0219200.1,Warning,Warning,Success,Success,Success,162,Warning,Warning,Success,Success,Success,162,Either
PF3D7_1132800.1,Success,Success,Success,Success,Success,143,Warning,Success,Success,Warning,Success,427,Cas9
PF3D7_1413200.1,Warning,Success,Success,Success,Warning,429,Warning,Success,Success,Warning,Warning,143,Cas9
PF3D7_1462200.1,Warning,Warning,Warning,Success,Warning,219,Warning,Warning,Warning,Success,Success,219,Cpf1
PF3D7_1148000.1,Success,Success,Success,Success,Success,369,Success,Success,Success,Success,Success,369,Either
PF3D7_1439700.1,Warning,Warning,Warning,Success,Success,339,Success,Success,Success,Success,Success,339,Cpf1
PF3D7_0813400.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,186,Cas9
PF3D7_0111700.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,308,Cpf1
PF3D7_1414600.1,Success,Success,Success,Success,Success,0,Warning,Success,Success,Warning,Success,0,Cas9
PF3D7_1302900.1,Success,Success,Success,Success,Success,294,Success,Success,Success,Success,Success,424,Cas9
PF3D7_0720100.1,Success,Success,Success,Success,Success,148,Warning,Success,Success,Success,Warning,445,Cas9
PF3D7_0220100.1,Success,Success,Success,Success,Success,230,Success,Success,Success,Success,Success,312,Cas9
PF3D7_0509500.1,Warning,Success,Success,Success,Warning,145,Success,Success,Success,Success,Success,298,Cpf1
PF3D7_0530800.1,Success,Success,Success,Success,Success,25,Success,Success,Success,Success,Success,175,Cas9
PF3D7_0935200.1,Success,Success,Success,Success,Success,336,Success,Success,Success,Success,Success,275,Cpf1
PF3D7_1237600.1,Success,Success,Success,Success,Success,137,Success,Success,Success,Success,Success,137,Either
PF3D7_1121300.1,Success,Success,Success,Success,Success,120,Success,Success,Success,Success,Success,424,Cas9
PF3D7_1124100.1,Warning,Success,Success,Warning,Success,327,Warning,Success,Success,Warning,Success,336,Cas9
PF3D7_1233200.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,143,Cpf1
PF3D7_1233200.2,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,143,Cpf1
PF3D7_1463500.1,Warning,Success,Success,Success,Warning,229,Warning,Warning,Success,Success,Success,316,Cas9
PF3D7_API04100.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1451100.1,Success,Success,Success,Success,Success,182,Success,Success,Success,Success,Success,290,Cas9
PF3D7_0304100.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,297,Cas9
PF3D7_1476500.1,Warning,Success,Success,Success,Warning,493,Success,Success,Success,Success,Success,109,Cpf1
PF3D7_1217300.1,Success,Success,Success,Success,Success,304,Success,Success,Success,Success,Success,314,Cas9
PF3D7_0906800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,357,Cpf1
PF3D7_1035400.1,Warning,Success,Success,Success,Warning,496,Success,Success,Success,Success,Success,106,Cpf1
PF3D7_0305000.1,Success,Success,Success,Success,Success,174,Success,Success,Success,Success,Success,295,Cas9
PF3D7_0901300.1,Success,Success,Success,Success,Success,284,Success,Success,Success,Success,Success,352,Cas9
PF3D7_0501200.1,Success,Success,Success,Success,Success,431,Success,Success,Success,Success,Success,360,Cpf1
PF3D7_0907900.1,Success,Success,Success,Success,Success,319,Success,Success,Success,Success,Success,414,Cas9
PF3D7_0609400.1,Success,Success,Success,Success,Success,190,Success,Success,Success,Success,Success,190,Either
PF3D7_1314000.1,Success,Success,Success,Success,Success,450,Success,Success,Success,Success,Success,112,Cpf1
PF3D7_1427800.1,Warning,Success,Success,Warning,Success,205,Warning,Success,Success,Warning,Success,322,Cas9
PF3D7_1023300.1,Success,Success,Success,Success,Success,38,Success,Success,Success,Success,Success,23,Cpf1
PF3D7_1367100.1,Success,Success,Success,Success,Success,139,Warning,Success,Success,Success,Warning,139,Cas9
PF3D7_0324700.1,Warning,Success,Success,Success,Warning,476,Success,Success,Success,Success,Success,311,Cpf1
PF3D7_0521000.1,Warning,Success,Success,Success,Warning,454,Success,Success,Success,Success,Success,284,Cpf1
PF3D7_1012900.1,Warning,Success,Success,Warning,Success,9,Success,Success,Success,Success,Success,9,Cpf1
PF3D7_0730300.1,Warning,Success,Success,Success,Warning,117,Success,Success,Success,Success,Success,209,Cpf1
PF3D7_1343100.1,Warning,Success,Success,Success,Warning,415,Success,Success,Success,Success,Success,122,Cpf1
PF3D7_0929200.1,Success,Success,Success,Success,Success,160,Warning,Warning,Success,Success,Success,223,Cas9
PF3D7_1024000.1,Success,Success,Success,Success,Success,170,Success,Success,Success,Success,Success,284,Cas9
PF3D7_0627800.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,145,Either
PF3D7_0729000.1,Success,Success,Success,Success,Success,75,Success,Success,Success,Success,Success,59,Cpf1
PF3D7_1462500.1,Warning,Success,Success,Success,Warning,143,Success,Success,Success,Success,Success,119,Cpf1
PF3D7_0808400.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0618000.1,Success,Success,Success,Success,Success,141,Success,Success,Success,Success,Success,142,Cas9
PF3D7_1415200.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,158,Cas9
PF3D7_0211300.1,Success,Success,Success,Success,Success,106,Success,Success,Success,Success,Success,110,Cas9
PF3D7_1009400.1,Success,Success,Success,Success,Success,178,Success,Success,Success,Success,Success,286,Cas9
PF3D7_0412500_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0619100.1,Success,Success,Success,Success,Success,449,Success,Success,Success,Success,Success,454,Cas9
PF3D7_0425000.1,Success,Success,Success,Success,Success,185,Success,Success,Success,Success,Success,307,Cas9
PF3D7_0519600.1,Warning,Success,Success,Success,Warning,176,Success,Success,Success,Success,Success,308,Cpf1
PF3D7_0513500.1,Success,Success,Success,Success,Success,225,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_1458100.1,Warning,Warning,Success,Success,Success,174,Success,Success,Success,Success,Success,156,Cpf1
PF3D7_1013700.1,Success,Success,Success,Success,Success,129,Success,Success,Success,Success,Success,129,Either
PF3D7_0728000.1,Success,Success,Success,Success,Success,265,Success,Success,Success,Success,Success,401,Cas9
PF3D7_1108200.1,Success,Success,Success,Success,Success,486,Warning,Warning,Success,Success,Success,492,Cas9
PF3D7_1026900.1,Success,Success,Success,Success,Success,149,Success,Success,Success,Success,Success,409,Cas9
PF3D7_1219500.1,Warning,Success,Success,Warning,Success,203,Warning,Success,Success,Warning,Success,350,Cas9
PF3D7_0222000.1,Warning,Success,Success,Success,Warning,153,Success,Success,Success,Success,Success,463,Cpf1
PF3D7_0709100.1,Success,Success,Success,Success,Success,125,Warning,Success,Success,Warning,Success,125,Cas9
PF3D7_0723700.1,Success,Success,Success,Success,Success,194,Success,Success,Success,Success,Success,369,Cas9
PF3D7_1036700.1,Success,Success,Success,Success,Success,136,Success,Success,Success,Success,Success,129,Cpf1
PF3D7_0610900.1,Success,Success,Success,Success,Success,317,Success,Success,Success,Success,Success,194,Cpf1
PF3D7_0824100.1,Warning,Success,Success,Success,Warning,354,Success,Success,Success,Success,Success,309,Cpf1
PF3D7_0402000.1,Warning,Success,Success,Warning,Success,440,Warning,Success,Success,Warning,Success,440,Either
PF3D7_0520000.1,Success,Success,Success,Success,Success,135,Success,Success,Success,Success,Success,401,Cas9
PF3D7_0512800.1,Warning,Success,Success,Success,Warning,476,Warning,Success,Success,Success,Warning,476,Either
PF3D7_0215300.1,Success,Success,Success,Success,Success,211,Success,Success,Success,Success,Success,191,Cpf1
PF3D7_0302600.1,Success,Success,Success,Success,Success,236,Success,Success,Success,Success,Success,413,Cas9
PF3D7_0701700.1,Warning,Success,Success,Success,Warning,153,Success,Success,Success,Success,Success,463,Cpf1
PF3D7_1240800_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1454500.1,Success,Success,Success,Success,Success,303,Success,Success,Success,Success,Success,413,Cas9
PF3D7_1147800.1,Success,Success,Success,Success,Success,163,Warning,Warning,Success,Success,Success,122,Cas9
PF3D7_0626800.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,205,Cas9
PF3D7_1147800.2,Success,Success,Success,Success,Success,39,Success,Success,Success,Success,Success,26,Cpf1
PF3D7_1006600.1,Success,Success,Success,Success,Success,294,Success,Success,Success,Success,Success,303,Cas9
PF3D7_0528200.1,Success,Success,Success,Success,Success,222,Success,Success,Success,Success,Success,119,Cpf1
PF3D7_0830300.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,299,Cas9
PF3D7_1435100.1,Success,Success,Success,Success,Success,437,Success,Success,Success,Success,Success,185,Cpf1
PF3D7_1337500.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,357,Cpf1
PF3D7_0907400.1,Success,Success,Success,Success,Success,209,Success,Success,Success,Success,Success,18,Cpf1
PF3D7_1128300.1,Success,Success,Success,Success,Success,107,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_1119600.1,Success,Success,Success,Success,Success,9,Success,Success,Success,Success,Success,336,Cas9
PF3D7_0831600.1,Success,Success,Success,Success,Success,221,Success,Success,Success,Success,Success,414,Cas9
PF3D7_1350300.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,145,Either
PF3D7_1322500.1,Warning,Success,Success,Success,Warning,235,Success,Success,Success,Success,Success,237,Cpf1
PF3D7_0922500.1,Success,Success,Success,Success,Success,118,Success,Success,Success,Success,Success,205,Cas9
PF3D7_0706700.1,Success,Success,Success,Success,Success,386,Success,Success,Success,Success,Success,386,Either
PF3D7_0604800.1,Warning,Success,Success,Success,Warning,221,Success,Success,Success,Success,Success,607,Cpf1
PF3D7_1412600.1,Success,Success,Success,Success,Success,194,Success,Success,Success,Success,Success,226,Cas9
PF3D7_1012500.1,Success,Success,Success,Success,Success,179,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_0718000.1,Success,Success,Success,Success,Success,133,Success,Success,Success,Success,Success,156,Cas9
PF3D7_1018300.1,Success,Success,Success,Success,Success,245,Warning,Success,Success,Success,Warning,369,Cas9
PF3D7_0909900.1,Warning,Success,Success,Warning,Success,184,Warning,Success,Success,Warning,Success,296,Cas9
PF3D7_0104000.1,Success,Success,Success,Success,Success,340,Warning,Warning,Warning,Success,Success,375,Cas9
PF3D7_0415200.1,Success,Success,Success,Success,Success,200,Warning,Success,Success,Success,Warning,331,Cas9
PF3D7_0817200.1,Warning,Success,Success,Success,Warning,312,Success,Success,Success,Success,Success,247,Cpf1
PF3D7_1250400.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,125,Cas9
PF3D7_1105200.1,Warning,Success,Success,Success,Warning,170,Success,Success,Success,Success,Success,115,Cpf1
PF3D7_1342900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,227,Cas9
PF3D7_1341500.1,Success,Success,Success,Success,Success,226,Success,Success,Success,Success,Success,121,Cpf1
PF3D7_0603300.1,Success,Success,Success,Success,Success,250,Success,Success,Success,Success,Success,139,Cpf1
PF3D7_0406900.1,Success,Success,Success,Success,Success,81,Success,Success,Success,Success,Success,48,Cpf1
PF3D7_1417400.1,Success,Success,Success,Success,Success,227,Success,Success,Success,Success,Success,304,Cas9
PF3D7_1402900.1,Warning,Success,Success,Success,Warning,283,Success,Success,Success,Success,Success,241,Cpf1
PF3D7_0306900.1,Success,Success,Success,Success,Success,212,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0823100.1,Warning,Success,Success,Warning,Success,73,Success,Success,Success,Success,Success,87,Cpf1
PF3D7_1416700.1,Success,Success,Success,Success,Success,101,Success,Success,Success,Success,Success,210,Cas9
PF3D7_1408300.1,Success,Success,Success,Success,Success,161,Success,Success,Success,Success,Success,48,Cpf1
PF3D7_0516500.1,Success,Success,Success,Success,Success,169,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1312300.1,Success,Success,Success,Success,Success,352,Success,Success,Success,Success,Success,153,Cpf1
PF3D7_0719000.1,Success,Success,Success,Success,Success,143,Warning,Warning,Success,Success,Success,459,Cas9
PF3D7_0211200.1,Success,Success,Success,Success,Success,384,Success,Success,Success,Success,Success,327,Cpf1
PF3D7_1248300.1,Success,Success,Success,Success,Success,152,Success,Success,Success,Success,Success,318,Cas9
PF3D7_1359700.1,Success,Success,Success,Success,Success,303,Warning,Success,Success,Success,Warning,335,Cas9
PF3D7_1315400.1,Success,Success,Success,Success,Success,274,Success,Success,Success,Success,Success,38,Cpf1
PF3D7_1113700.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0619000.2,Warning,Warning,Success,Success,Warning,169,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_0619000.1,Warning,Warning,Success,Success,Warning,169,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_1313600.1,Warning,Success,Success,Success,Warning,114,Warning,Success,Success,Success,Warning,293,Cas9
PF3D7_0315200.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,145,Either
PF3D7_1454000.1,Success,Success,Success,Success,Success,14,Success,Success,Success,Success,Success,368,Cas9
PF3D7_0905700.1,Success,Success,Success,Success,Success,132,Success,Success,Success,Success,Success,132,Either
PF3D7_0915600.1,Success,Success,Success,Success,Success,174,Warning,Success,Success,Success,Warning,406,Cas9
